"sampleID","fastq_R1","fastq_R2","SRR_ID"
"SRR11864855","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864855_1.fastq.gz",,"SRR11864855"
"SRR11864856","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864856_1.fastq.gz",,"SRR11864856"
"SRR11864857","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864857_1.fastq.gz",,"SRR11864857"
"SRR11864858","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864858_1.fastq.gz",,"SRR11864858"
"SRR11864859","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864859_1.fastq.gz",,"SRR11864859"
"SRR11864860","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864860_1.fastq.gz",,"SRR11864860"
"SRR11864861","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864861_1.fastq.gz",,"SRR11864861"
"SRR11864862","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864862_1.fastq.gz",,"SRR11864862"
"SRR11864863","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864863_1.fastq.gz",,"SRR11864863"
"SRR11864864","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864864_1.fastq.gz",,"SRR11864864"
"SRR11864865","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864865_1.fastq.gz",,"SRR11864865"
"SRR11864866","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864866_1.fastq.gz",,"SRR11864866"
"SRR11864867","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864867_1.fastq.gz",,"SRR11864867"
"SRR11864868","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864868_1.fastq.gz",,"SRR11864868"
"SRR11864869","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864869_1.fastq.gz",,"SRR11864869"
"SRR11864870","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864870_1.fastq.gz",,"SRR11864870"
"SRR11864871","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864871_1.fastq.gz",,"SRR11864871"
"SRR11864872","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864872_1.fastq.gz",,"SRR11864872"
"SRR11864873","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864873_1.fastq.gz",,"SRR11864873"
"SRR11864874","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864874_1.fastq.gz",,"SRR11864874"
"SRR11864875","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864875_1.fastq.gz",,"SRR11864875"
"SRR11864876","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864876_1.fastq.gz",,"SRR11864876"
"SRR11864877","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864877_1.fastq.gz",,"SRR11864877"
"SRR11864878","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864878_1.fastq.gz",,"SRR11864878"
"SRR11864879","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864879_1.fastq.gz",,"SRR11864879"
"SRR11864880","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864880_1.fastq.gz",,"SRR11864880"
"SRR11864881","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864881_1.fastq.gz",,"SRR11864881"
"SRR11864882","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864882_1.fastq.gz",,"SRR11864882"
"SRR11864883","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864883_1.fastq.gz",,"SRR11864883"
"SRR11864884","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864884_1.fastq.gz",,"SRR11864884"
"SRR11864885","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864885_1.fastq.gz",,"SRR11864885"
"SRR11864886","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864886_1.fastq.gz",,"SRR11864886"
"SRR11864887","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864887_1.fastq.gz",,"SRR11864887"
"SRR11864888","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864888_1.fastq.gz",,"SRR11864888"
"SRR11864889","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864889_1.fastq.gz",,"SRR11864889"
"SRR11864890","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864890_1.fastq.gz",,"SRR11864890"
"SRR11864891","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864891_1.fastq.gz",,"SRR11864891"
"SRR11864892","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864892_1.fastq.gz",,"SRR11864892"
"SRR11864893","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864893_1.fastq.gz",,"SRR11864893"
"SRR11864894","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864894_1.fastq.gz",,"SRR11864894"
"SRR11864895","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864895_1.fastq.gz",,"SRR11864895"
"SRR11864896","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864896_1.fastq.gz",,"SRR11864896"
"SRR11864897","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864897_1.fastq.gz",,"SRR11864897"
"SRR11864898","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864898_1.fastq.gz",,"SRR11864898"
"SRR11864899","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864899_1.fastq.gz",,"SRR11864899"
"SRR11864900","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864900_1.fastq.gz",,"SRR11864900"
"SRR11864901","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864901_1.fastq.gz",,"SRR11864901"
"SRR11864902","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864902_1.fastq.gz",,"SRR11864902"
"SRR11864903","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864903_1.fastq.gz",,"SRR11864903"
"SRR11864904","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864904_1.fastq.gz",,"SRR11864904"
"SRR11864905","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864905_1.fastq.gz",,"SRR11864905"
"SRR11864906","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864906_1.fastq.gz",,"SRR11864906"
"SRR11864907","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864907_1.fastq.gz",,"SRR11864907"
"SRR11864908","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864908_1.fastq.gz",,"SRR11864908"
"SRR11864909","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864909_1.fastq.gz",,"SRR11864909"
"SRR11864910","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864910_1.fastq.gz",,"SRR11864910"
"SRR11864911","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864911_1.fastq.gz",,"SRR11864911"
"SRR11864912","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864912_1.fastq.gz",,"SRR11864912"
"SRR11864913","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864913_1.fastq.gz",,"SRR11864913"
"SRR11864914","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864914_1.fastq.gz",,"SRR11864914"
"SRR11864915","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864915_1.fastq.gz",,"SRR11864915"
"SRR11864916","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864916_1.fastq.gz",,"SRR11864916"
"SRR11864917","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864917_1.fastq.gz",,"SRR11864917"
"SRR11864918","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864918_1.fastq.gz",,"SRR11864918"
"SRR11864919","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864919_1.fastq.gz",,"SRR11864919"
"SRR11864920","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864920_1.fastq.gz",,"SRR11864920"
"SRR11864921","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864921_1.fastq.gz",,"SRR11864921"
"SRR11864922","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864922_1.fastq.gz",,"SRR11864922"
"SRR11864923","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864923_1.fastq.gz",,"SRR11864923"
"SRR11864924","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864924_1.fastq.gz",,"SRR11864924"
"SRR11864925","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864925_1.fastq.gz",,"SRR11864925"
"SRR11864926","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864926_1.fastq.gz",,"SRR11864926"
"SRR11864927","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864927_1.fastq.gz",,"SRR11864927"
"SRR11864928","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864928_1.fastq.gz",,"SRR11864928"
"SRR11864929","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864929_1.fastq.gz",,"SRR11864929"
"SRR11864930","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864930_1.fastq.gz",,"SRR11864930"
"SRR11864931","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864931_1.fastq.gz",,"SRR11864931"
"SRR11864932","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864932_1.fastq.gz",,"SRR11864932"
"SRR11864933","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864933_1.fastq.gz",,"SRR11864933"
"SRR11864934","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864934_1.fastq.gz",,"SRR11864934"
"SRR11864935","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864935_1.fastq.gz",,"SRR11864935"
"SRR11864936","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864936_1.fastq.gz",,"SRR11864936"
"SRR11864937","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864937_1.fastq.gz",,"SRR11864937"
"SRR11864938","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864938_1.fastq.gz",,"SRR11864938"
"SRR11864939","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864939_1.fastq.gz",,"SRR11864939"
"SRR11864940","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864940_1.fastq.gz",,"SRR11864940"
"SRR11864941","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864941_1.fastq.gz",,"SRR11864941"
"SRR11864942","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864942_1.fastq.gz",,"SRR11864942"
"SRR11864943","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864943_1.fastq.gz",,"SRR11864943"
"SRR11864944","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864944_1.fastq.gz",,"SRR11864944"
"SRR11864945","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864945_1.fastq.gz",,"SRR11864945"
"SRR11864946","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864946_1.fastq.gz",,"SRR11864946"
"SRR11864947","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864947_1.fastq.gz",,"SRR11864947"
"SRR11864948","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864948_1.fastq.gz",,"SRR11864948"
"SRR11864949","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864949_1.fastq.gz",,"SRR11864949"
"SRR11864950","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864950_1.fastq.gz",,"SRR11864950"
"SRR11864951","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864951_1.fastq.gz",,"SRR11864951"
"SRR11864952","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864952_1.fastq.gz",,"SRR11864952"
"SRR11864953","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864953_1.fastq.gz",,"SRR11864953"
"SRR11864954","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864954_1.fastq.gz",,"SRR11864954"
"SRR11864955","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864955_1.fastq.gz",,"SRR11864955"
"SRR11864956","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864956_1.fastq.gz",,"SRR11864956"
"SRR11864957","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864957_1.fastq.gz",,"SRR11864957"
"SRR11864958","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864958_1.fastq.gz",,"SRR11864958"
"SRR11864959","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864959_1.fastq.gz",,"SRR11864959"
"SRR11864960","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864960_1.fastq.gz",,"SRR11864960"
"SRR11864961","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864961_1.fastq.gz",,"SRR11864961"
"SRR11864962","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864962_1.fastq.gz",,"SRR11864962"
"SRR11864963","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864963_1.fastq.gz",,"SRR11864963"
"SRR11864964","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864964_1.fastq.gz",,"SRR11864964"
"SRR11864965","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864965_1.fastq.gz",,"SRR11864965"
"SRR11864966","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864966_1.fastq.gz",,"SRR11864966"
"SRR11864967","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864967_1.fastq.gz",,"SRR11864967"
"SRR11864968","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864968_1.fastq.gz",,"SRR11864968"
"SRR11864969","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864969_1.fastq.gz",,"SRR11864969"
"SRR11864970","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864970_1.fastq.gz",,"SRR11864970"
"SRR11864971","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864971_1.fastq.gz",,"SRR11864971"
"SRR11864972","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864972_1.fastq.gz",,"SRR11864972"
"SRR11864973","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864973_1.fastq.gz",,"SRR11864973"
"SRR11864974","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864974_1.fastq.gz",,"SRR11864974"
"SRR11864975","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864975_1.fastq.gz",,"SRR11864975"
"SRR11864976","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864976_1.fastq.gz",,"SRR11864976"
"SRR11864977","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864977_1.fastq.gz",,"SRR11864977"
"SRR11864978","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864978_1.fastq.gz",,"SRR11864978"
"SRR11864979","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864979_1.fastq.gz",,"SRR11864979"
"SRR11864980","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864980_1.fastq.gz",,"SRR11864980"
"SRR11864981","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864981_1.fastq.gz",,"SRR11864981"
"SRR11864982","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864982_1.fastq.gz",,"SRR11864982"
"SRR11864983","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864983_1.fastq.gz",,"SRR11864983"
"SRR11864984","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864984_1.fastq.gz",,"SRR11864984"
"SRR11864985","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864985_1.fastq.gz",,"SRR11864985"
"SRR11864986","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864986_1.fastq.gz",,"SRR11864986"
"SRR11864987","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864987_1.fastq.gz",,"SRR11864987"
"SRR11864988","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864988_1.fastq.gz",,"SRR11864988"
"SRR11864989","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864989_1.fastq.gz",,"SRR11864989"
"SRR11864990","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864990_1.fastq.gz",,"SRR11864990"
"SRR11864991","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864991_1.fastq.gz",,"SRR11864991"
"SRR11864992","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864992_1.fastq.gz",,"SRR11864992"
"SRR11864993","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864993_1.fastq.gz",,"SRR11864993"
"SRR11864994","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864994_1.fastq.gz",,"SRR11864994"
"SRR11864995","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864995_1.fastq.gz",,"SRR11864995"
"SRR11864996","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864996_1.fastq.gz",,"SRR11864996"
"SRR11864997","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864997_1.fastq.gz",,"SRR11864997"
"SRR11864998","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864998_1.fastq.gz",,"SRR11864998"
"SRR11864999","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864999_1.fastq.gz",,"SRR11864999"
"SRR11865000","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865000_1.fastq.gz",,"SRR11865000"
"SRR11865001","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865001_1.fastq.gz",,"SRR11865001"
"SRR11865002","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865002_1.fastq.gz",,"SRR11865002"
"SRR11865003","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865003_1.fastq.gz",,"SRR11865003"
"SRR11865004","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865004_1.fastq.gz",,"SRR11865004"
"SRR11865005","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865005_1.fastq.gz",,"SRR11865005"
"SRR11865006","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865006_1.fastq.gz",,"SRR11865006"
"SRR11865007","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865007_1.fastq.gz",,"SRR11865007"
"SRR11865008","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865008_1.fastq.gz",,"SRR11865008"
"SRR11865009","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865009_1.fastq.gz",,"SRR11865009"
"SRR11865010","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865010_1.fastq.gz",,"SRR11865010"
"SRR11865011","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865011_1.fastq.gz",,"SRR11865011"
"SRR11865012","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865012_1.fastq.gz",,"SRR11865012"
"SRR11865013","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865013_1.fastq.gz",,"SRR11865013"
"SRR11865014","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865014_1.fastq.gz",,"SRR11865014"
"SRR11865015","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865015_1.fastq.gz",,"SRR11865015"
"SRR11865016","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865016_1.fastq.gz",,"SRR11865016"
"SRR11865017","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865017_1.fastq.gz",,"SRR11865017"
"SRR11865018","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865018_1.fastq.gz",,"SRR11865018"
"SRR11865019","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865019_1.fastq.gz",,"SRR11865019"
"SRR11865020","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865020_1.fastq.gz",,"SRR11865020"
"SRR11865021","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865021_1.fastq.gz",,"SRR11865021"
"SRR11865022","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865022_1.fastq.gz",,"SRR11865022"
"SRR11865023","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865023_1.fastq.gz",,"SRR11865023"
"SRR11865024","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865024_1.fastq.gz",,"SRR11865024"
"SRR11865025","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865025_1.fastq.gz",,"SRR11865025"
"SRR11865026","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865026_1.fastq.gz",,"SRR11865026"
"SRR11865027","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865027_1.fastq.gz",,"SRR11865027"
"SRR11865028","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865028_1.fastq.gz",,"SRR11865028"
"SRR11865029","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865029_1.fastq.gz",,"SRR11865029"
"SRR11865030","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865030_1.fastq.gz",,"SRR11865030"
"SRR11865031","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865031_1.fastq.gz",,"SRR11865031"
"SRR11865032","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865032_1.fastq.gz",,"SRR11865032"
"SRR11865033","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865033_1.fastq.gz",,"SRR11865033"
"SRR11865034","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865034_1.fastq.gz",,"SRR11865034"
"SRR11865035","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865035_1.fastq.gz",,"SRR11865035"
"SRR11865036","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865036_1.fastq.gz",,"SRR11865036"
"SRR11865037","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865037_1.fastq.gz",,"SRR11865037"
"SRR11865038","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865038_1.fastq.gz",,"SRR11865038"
"SRR11865039","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865039_1.fastq.gz",,"SRR11865039"
"SRR11865040","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865040_1.fastq.gz",,"SRR11865040"
"SRR11865041","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865041_1.fastq.gz",,"SRR11865041"
"SRR11865042","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865042_1.fastq.gz",,"SRR11865042"
"SRR11865043","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865043_1.fastq.gz",,"SRR11865043"
"SRR11865044","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865044_1.fastq.gz",,"SRR11865044"
"SRR11865045","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865045_1.fastq.gz",,"SRR11865045"
"SRR11865046","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865046_1.fastq.gz",,"SRR11865046"
"SRR11865047","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865047_1.fastq.gz",,"SRR11865047"
"SRR11865048","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865048_1.fastq.gz",,"SRR11865048"
"SRR11865049","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865049_1.fastq.gz",,"SRR11865049"
"SRR11865050","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865050_1.fastq.gz",,"SRR11865050"
"SRR11865051","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865051_1.fastq.gz",,"SRR11865051"
"SRR11865052","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865052_1.fastq.gz",,"SRR11865052"
"SRR11865053","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865053_1.fastq.gz",,"SRR11865053"
"SRR11865054","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865054_1.fastq.gz",,"SRR11865054"
"SRR11865055","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865055_1.fastq.gz",,"SRR11865055"
"SRR11865056","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865056_1.fastq.gz",,"SRR11865056"
"SRR11865057","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865057_1.fastq.gz",,"SRR11865057"
"SRR11865058","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865058_1.fastq.gz",,"SRR11865058"
"SRR11865059","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865059_1.fastq.gz",,"SRR11865059"
"SRR11865060","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865060_1.fastq.gz",,"SRR11865060"
"SRR11865061","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865061_1.fastq.gz",,"SRR11865061"
"SRR11865062","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865062_1.fastq.gz",,"SRR11865062"
"SRR11865063","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865063_1.fastq.gz",,"SRR11865063"
"SRR11865064","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865064_1.fastq.gz",,"SRR11865064"
"SRR11865065","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865065_1.fastq.gz",,"SRR11865065"
"SRR11865066","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865066_1.fastq.gz",,"SRR11865066"
"SRR11865067","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865067_1.fastq.gz",,"SRR11865067"
"SRR11865068","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865068_1.fastq.gz",,"SRR11865068"
"SRR11865069","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865069_1.fastq.gz",,"SRR11865069"
"SRR11865070","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865070_1.fastq.gz",,"SRR11865070"
"SRR11865071","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865071_1.fastq.gz",,"SRR11865071"
"SRR11865072","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865072_1.fastq.gz",,"SRR11865072"
