"sampleID","fastq_R1","fastq_R2","SRR_ID"
"SRR11864132","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864132_1.fastq.gz",,"SRR11864132"
"SRR11864133","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864133_1.fastq.gz",,"SRR11864133"
"SRR11864134","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864134_1.fastq.gz",,"SRR11864134"
"SRR11864135","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864135_1.fastq.gz",,"SRR11864135"
"SRR11864136","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864136_1.fastq.gz",,"SRR11864136"
"SRR11864137","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864137_1.fastq.gz",,"SRR11864137"
"SRR11864138","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864138_1.fastq.gz",,"SRR11864138"
"SRR11864139","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864139_1.fastq.gz",,"SRR11864139"
"SRR11864140","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864140_1.fastq.gz",,"SRR11864140"
"SRR11864141","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864141_1.fastq.gz",,"SRR11864141"
"SRR11864142","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864142_1.fastq.gz",,"SRR11864142"
"SRR11864143","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864143_1.fastq.gz",,"SRR11864143"
"SRR11864144","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864144_1.fastq.gz",,"SRR11864144"
"SRR11864145","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864145_1.fastq.gz",,"SRR11864145"
"SRR11864146","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864146_1.fastq.gz",,"SRR11864146"
"SRR11864147","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864147_1.fastq.gz",,"SRR11864147"
"SRR11864148","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864148_1.fastq.gz",,"SRR11864148"
"SRR11864149","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864149_1.fastq.gz",,"SRR11864149"
"SRR11864150","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864150_1.fastq.gz",,"SRR11864150"
"SRR11864151","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864151_1.fastq.gz",,"SRR11864151"
"SRR11864152","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864152_1.fastq.gz",,"SRR11864152"
"SRR11864153","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864153_1.fastq.gz",,"SRR11864153"
"SRR11864154","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864154_1.fastq.gz",,"SRR11864154"
"SRR11864155","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864155_1.fastq.gz",,"SRR11864155"
"SRR11864156","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864156_1.fastq.gz",,"SRR11864156"
"SRR11864157","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864157_1.fastq.gz",,"SRR11864157"
"SRR11864158","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864158_1.fastq.gz",,"SRR11864158"
"SRR11864159","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864159_1.fastq.gz",,"SRR11864159"
"SRR11864160","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864160_1.fastq.gz",,"SRR11864160"
"SRR11864161","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864161_1.fastq.gz",,"SRR11864161"
"SRR11864162","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864162_1.fastq.gz",,"SRR11864162"
"SRR11864163","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864163_1.fastq.gz",,"SRR11864163"
"SRR11864164","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864164_1.fastq.gz",,"SRR11864164"
"SRR11864165","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864165_1.fastq.gz",,"SRR11864165"
"SRR11864166","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864166_1.fastq.gz",,"SRR11864166"
"SRR11864167","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864167_1.fastq.gz",,"SRR11864167"
"SRR11864168","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864168_1.fastq.gz",,"SRR11864168"
"SRR11864169","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864169_1.fastq.gz",,"SRR11864169"
"SRR11864170","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864170_1.fastq.gz",,"SRR11864170"
"SRR11864171","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864171_1.fastq.gz",,"SRR11864171"
"SRR11864172","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864172_1.fastq.gz",,"SRR11864172"
"SRR11864173","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864173_1.fastq.gz",,"SRR11864173"
"SRR11864174","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864174_1.fastq.gz",,"SRR11864174"
"SRR11864175","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864175_1.fastq.gz",,"SRR11864175"
"SRR11864176","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864176_1.fastq.gz",,"SRR11864176"
"SRR11864177","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864177_1.fastq.gz",,"SRR11864177"
"SRR11864178","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864178_1.fastq.gz",,"SRR11864178"
"SRR11864179","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864179_1.fastq.gz",,"SRR11864179"
"SRR11864180","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864180_1.fastq.gz",,"SRR11864180"
"SRR11864181","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864181_1.fastq.gz",,"SRR11864181"
"SRR11864182","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864182_1.fastq.gz",,"SRR11864182"
"SRR11864183","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864183_1.fastq.gz",,"SRR11864183"
"SRR11864184","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864184_1.fastq.gz",,"SRR11864184"
"SRR11864185","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864185_1.fastq.gz",,"SRR11864185"
"SRR11864186","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864186_1.fastq.gz",,"SRR11864186"
"SRR11864187","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864187_1.fastq.gz",,"SRR11864187"
"SRR11864188","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864188_1.fastq.gz",,"SRR11864188"
"SRR11864189","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864189_1.fastq.gz",,"SRR11864189"
"SRR11864190","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864190_1.fastq.gz",,"SRR11864190"
"SRR11864191","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864191_1.fastq.gz",,"SRR11864191"
"SRR11864192","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864192_1.fastq.gz",,"SRR11864192"
"SRR11864193","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864193_1.fastq.gz",,"SRR11864193"
"SRR11864194","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864194_1.fastq.gz",,"SRR11864194"
"SRR11864195","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864195_1.fastq.gz",,"SRR11864195"
"SRR11864196","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864196_1.fastq.gz",,"SRR11864196"
"SRR11864197","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864197_1.fastq.gz",,"SRR11864197"
"SRR11864198","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864198_1.fastq.gz",,"SRR11864198"
"SRR11864199","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864199_1.fastq.gz",,"SRR11864199"
"SRR11864200","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864200_1.fastq.gz",,"SRR11864200"
"SRR11864201","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864201_1.fastq.gz",,"SRR11864201"
"SRR11864202","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864202_1.fastq.gz",,"SRR11864202"
"SRR11864203","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864203_1.fastq.gz",,"SRR11864203"
"SRR11864204","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864204_1.fastq.gz",,"SRR11864204"
"SRR11864205","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864205_1.fastq.gz",,"SRR11864205"
"SRR11864206","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864206_1.fastq.gz",,"SRR11864206"
"SRR11864207","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864207_1.fastq.gz",,"SRR11864207"
"SRR11864208","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864208_1.fastq.gz",,"SRR11864208"
"SRR11864209","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864209_1.fastq.gz",,"SRR11864209"
"SRR11864210","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864210_1.fastq.gz",,"SRR11864210"
"SRR11864211","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864211_1.fastq.gz",,"SRR11864211"
"SRR11864212","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864212_1.fastq.gz",,"SRR11864212"
"SRR11864213","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864213_1.fastq.gz",,"SRR11864213"
"SRR11864214","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864214_1.fastq.gz",,"SRR11864214"
"SRR11864215","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864215_1.fastq.gz",,"SRR11864215"
"SRR11864216","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864216_1.fastq.gz",,"SRR11864216"
"SRR11864217","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864217_1.fastq.gz",,"SRR11864217"
"SRR11864218","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864218_1.fastq.gz",,"SRR11864218"
"SRR11864219","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864219_1.fastq.gz",,"SRR11864219"
"SRR11864220","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864220_1.fastq.gz",,"SRR11864220"
"SRR11864221","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864221_1.fastq.gz",,"SRR11864221"
"SRR11864222","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864222_1.fastq.gz",,"SRR11864222"
"SRR11864223","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864223_1.fastq.gz",,"SRR11864223"
"SRR11864224","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864224_1.fastq.gz",,"SRR11864224"
"SRR11864225","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864225_1.fastq.gz",,"SRR11864225"
"SRR11864226","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864226_1.fastq.gz",,"SRR11864226"
"SRR11864227","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864227_1.fastq.gz",,"SRR11864227"
"SRR11864228","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864228_1.fastq.gz",,"SRR11864228"
"SRR11864229","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864229_1.fastq.gz",,"SRR11864229"
"SRR11864230","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864230_1.fastq.gz",,"SRR11864230"
"SRR11864231","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864231_1.fastq.gz",,"SRR11864231"
"SRR11864232","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864232_1.fastq.gz",,"SRR11864232"
"SRR11864233","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864233_1.fastq.gz",,"SRR11864233"
"SRR11864234","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864234_1.fastq.gz",,"SRR11864234"
"SRR11864235","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864235_1.fastq.gz",,"SRR11864235"
"SRR11864236","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864236_1.fastq.gz",,"SRR11864236"
"SRR11864237","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864237_1.fastq.gz",,"SRR11864237"
"SRR11864238","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864238_1.fastq.gz",,"SRR11864238"
"SRR11864239","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864239_1.fastq.gz",,"SRR11864239"
"SRR11864240","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864240_1.fastq.gz",,"SRR11864240"
"SRR11864241","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864241_1.fastq.gz",,"SRR11864241"
"SRR11864242","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864242_1.fastq.gz",,"SRR11864242"
"SRR11864243","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864243_1.fastq.gz",,"SRR11864243"
"SRR11864244","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864244_1.fastq.gz",,"SRR11864244"
"SRR11864245","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864245_1.fastq.gz",,"SRR11864245"
"SRR11864246","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864246_1.fastq.gz",,"SRR11864246"
"SRR11864247","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864247_1.fastq.gz",,"SRR11864247"
"SRR11864248","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864248_1.fastq.gz",,"SRR11864248"
"SRR11864249","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864249_1.fastq.gz",,"SRR11864249"
"SRR11864250","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864250_1.fastq.gz",,"SRR11864250"
"SRR11864251","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864251_1.fastq.gz",,"SRR11864251"
"SRR11864252","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864252_1.fastq.gz",,"SRR11864252"
"SRR11864253","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864253_1.fastq.gz",,"SRR11864253"
"SRR11864363","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864363_1.fastq.gz",,"SRR11864363"
"SRR11864364","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864364_1.fastq.gz",,"SRR11864364"
"SRR11864365","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864365_1.fastq.gz",,"SRR11864365"
"SRR11864366","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864366_1.fastq.gz",,"SRR11864366"
"SRR11864367","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864367_1.fastq.gz",,"SRR11864367"
"SRR11864368","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864368_1.fastq.gz",,"SRR11864368"
"SRR11864369","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864369_1.fastq.gz",,"SRR11864369"
"SRR11864370","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864370_1.fastq.gz",,"SRR11864370"
"SRR11864371","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864371_1.fastq.gz",,"SRR11864371"
"SRR11864372","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864372_1.fastq.gz",,"SRR11864372"
"SRR11864373","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864373_1.fastq.gz",,"SRR11864373"
"SRR11864374","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864374_1.fastq.gz",,"SRR11864374"
"SRR11864375","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864375_1.fastq.gz",,"SRR11864375"
"SRR11864376","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864376_1.fastq.gz",,"SRR11864376"
"SRR11864377","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864377_1.fastq.gz",,"SRR11864377"
"SRR11864378","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864378_1.fastq.gz",,"SRR11864378"
"SRR11864379","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864379_1.fastq.gz",,"SRR11864379"
"SRR11864380","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864380_1.fastq.gz",,"SRR11864380"
"SRR11864381","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864381_1.fastq.gz",,"SRR11864381"
"SRR11864382","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864382_1.fastq.gz",,"SRR11864382"
"SRR11864383","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864383_1.fastq.gz",,"SRR11864383"
"SRR11864384","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864384_1.fastq.gz",,"SRR11864384"
"SRR11864385","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864385_1.fastq.gz",,"SRR11864385"
"SRR11864386","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864386_1.fastq.gz",,"SRR11864386"
"SRR11864387","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864387_1.fastq.gz",,"SRR11864387"
"SRR11864388","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864388_1.fastq.gz",,"SRR11864388"
"SRR11864389","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864389_1.fastq.gz",,"SRR11864389"
"SRR11864390","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864390_1.fastq.gz",,"SRR11864390"
"SRR11864391","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864391_1.fastq.gz",,"SRR11864391"
"SRR11864392","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864392_1.fastq.gz",,"SRR11864392"
"SRR11864393","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864393_1.fastq.gz",,"SRR11864393"
"SRR11864394","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864394_1.fastq.gz",,"SRR11864394"
"SRR11864395","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864395_1.fastq.gz",,"SRR11864395"
"SRR11864396","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864396_1.fastq.gz",,"SRR11864396"
"SRR11864397","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864397_1.fastq.gz",,"SRR11864397"
"SRR11864398","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864398_1.fastq.gz",,"SRR11864398"
"SRR11864399","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864399_1.fastq.gz",,"SRR11864399"
"SRR11864400","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864400_1.fastq.gz",,"SRR11864400"
"SRR11864401","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864401_1.fastq.gz",,"SRR11864401"
"SRR11864402","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864402_1.fastq.gz",,"SRR11864402"
"SRR11864403","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864403_1.fastq.gz",,"SRR11864403"
"SRR11864404","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864404_1.fastq.gz",,"SRR11864404"
"SRR11864405","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864405_1.fastq.gz",,"SRR11864405"
"SRR11864406","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864406_1.fastq.gz",,"SRR11864406"
"SRR11864407","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864407_1.fastq.gz",,"SRR11864407"
"SRR11864408","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864408_1.fastq.gz",,"SRR11864408"
"SRR11864409","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864409_1.fastq.gz",,"SRR11864409"
"SRR11864410","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864410_1.fastq.gz",,"SRR11864410"
"SRR11864411","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864411_1.fastq.gz",,"SRR11864411"
"SRR11864412","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864412_1.fastq.gz",,"SRR11864412"
"SRR11864413","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864413_1.fastq.gz",,"SRR11864413"
"SRR11864414","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864414_1.fastq.gz",,"SRR11864414"
"SRR11864415","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864415_1.fastq.gz",,"SRR11864415"
"SRR11864416","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864416_1.fastq.gz",,"SRR11864416"
"SRR11864417","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864417_1.fastq.gz",,"SRR11864417"
"SRR11864418","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864418_1.fastq.gz",,"SRR11864418"
"SRR11864419","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864419_1.fastq.gz",,"SRR11864419"
"SRR11864420","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864420_1.fastq.gz",,"SRR11864420"
"SRR11864421","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864421_1.fastq.gz",,"SRR11864421"
"SRR11864422","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864422_1.fastq.gz",,"SRR11864422"
"SRR11864423","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864423_1.fastq.gz",,"SRR11864423"
"SRR11864424","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864424_1.fastq.gz",,"SRR11864424"
"SRR11864425","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864425_1.fastq.gz",,"SRR11864425"
"SRR11864426","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864426_1.fastq.gz",,"SRR11864426"
"SRR11864427","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864427_1.fastq.gz",,"SRR11864427"
"SRR11864428","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864428_1.fastq.gz",,"SRR11864428"
"SRR11864429","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864429_1.fastq.gz",,"SRR11864429"
"SRR11864430","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864430_1.fastq.gz",,"SRR11864430"
"SRR11864431","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864431_1.fastq.gz",,"SRR11864431"
"SRR11864432","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864432_1.fastq.gz",,"SRR11864432"
"SRR11864433","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864433_1.fastq.gz",,"SRR11864433"
"SRR11864434","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864434_1.fastq.gz",,"SRR11864434"
"SRR11864435","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864435_1.fastq.gz",,"SRR11864435"
"SRR11864436","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864436_1.fastq.gz",,"SRR11864436"
"SRR11864437","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864437_1.fastq.gz",,"SRR11864437"
"SRR11864438","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864438_1.fastq.gz",,"SRR11864438"
"SRR11864439","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864439_1.fastq.gz",,"SRR11864439"
"SRR11864440","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864440_1.fastq.gz",,"SRR11864440"
"SRR11864441","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864441_1.fastq.gz",,"SRR11864441"
"SRR11864442","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864442_1.fastq.gz",,"SRR11864442"
"SRR11864443","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864443_1.fastq.gz",,"SRR11864443"
"SRR11864444","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864444_1.fastq.gz",,"SRR11864444"
"SRR11864445","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864445_1.fastq.gz",,"SRR11864445"
"SRR11864446","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864446_1.fastq.gz",,"SRR11864446"
"SRR11864447","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864447_1.fastq.gz",,"SRR11864447"
"SRR11864448","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864448_1.fastq.gz",,"SRR11864448"
"SRR11864449","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864449_1.fastq.gz",,"SRR11864449"
"SRR11864450","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864450_1.fastq.gz",,"SRR11864450"
"SRR11864451","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864451_1.fastq.gz",,"SRR11864451"
"SRR11864452","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864452_1.fastq.gz",,"SRR11864452"
"SRR11864453","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864453_1.fastq.gz",,"SRR11864453"
"SRR11864454","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864454_1.fastq.gz",,"SRR11864454"
"SRR11864455","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864455_1.fastq.gz",,"SRR11864455"
"SRR11864456","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864456_1.fastq.gz",,"SRR11864456"
"SRR11864457","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864457_1.fastq.gz",,"SRR11864457"
"SRR11864458","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11864458_1.fastq.gz",,"SRR11864458"
